Order_ID,Order_Date,Store_ID,Store_City,Store_Region,Product_ID,Product_Name,Category,Sub_Category,Customer_ID,Customer_Name,Segment,Salesperson,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Method
ORD330,3/29/2024,ST001,New York,West,PRD162,Festive Gold Coin,Jewelry,Gold,CUST1330,Rajesh Joshi,Corporate,John Smith,2,55000,5,104500,90000,14500,Card
ORD331,3/30/2024,ST002,Los Angeles,North,PRD261,Navratri Special Chaniya Choli,Clothing,Ethnic Wear,CUST1331,Kinjal Shah,Consumer,Emily Johnson,2,5500,8,10120,7500,2620,Card
ORD332,3/30/2024,ST002,Los Angeles,North,PRD262,Dandiya Sticks,Other,Festive,CUST1332,Dipesh Patel,Consumer,Emily Johnson,5,500,0,2500,1500,1000,Cash
ORD333,3/31/2024,ST003,Chicago,South,PRD357,Ugadi Special,Electronics,All,CUST1333,Venkatesh Rao,Consumer,Michael Brown,3,10000,10,27000,20000,7000,Card
ORD334,3/31/2024,ST003,Chicago,South,PRD358,Traditional Wear,Clothing,Ethnic Wear,CUST1334,Lakshmi Devi,Consumer,Michael Brown,2,4500,5,8550,6300,2250,Online
ORD335,4/1/2024,ST004,Houston,East,PRD461,Bengali New Year Saree,Clothing,Ethnic Wear,CUST1335,Mithu Chatterjee,Consumer,Jessica Davis,2,5500,8,10120,7500,2620,Card
ORD336,4/1/2024,ST004,Houston,East,PRD462,Poila Baisakh Gift Pack,Other,Festive,CUST1336,Bratati Sen,Consumer,Jessica Davis,3,2500,5,7125,5000,2125,Cash
ORD337,4/2/2024,ST005,Houston,South,PRD557,Tamil New Year Special,Furniture,Festive,CUST1337,Manickam R,Consumer,David Wilson,5,1200,8,5520,4000,1520,Card
ORD338,4/2/2024,ST005,Houston,South,PRD558,Mango Pack,Furniture,Fruits,CUST1338,Chitra K,Consumer,David Wilson,4,350,0,1400,1000,400,Online
ORD339,4/3/2024,ST006,Houston,West,PRD637,Gudi Padwa Sale,Sports,All,CUST1339,Shubhangi K,Consumer,Daniel Miller,3,4500,15,11475,8500,2975,Card
ORD340,4/3/2024,ST006,Houston,West,PRD638,Summer Camp Gear,Sports,Equipment,CUST1340,Mayur Pawar,Consumer,Daniel Miller,2,2800,0,5600,4000,1600,Cash
ORD341,4/4/2024,ST007,Houston,East,PRD463,Summer Bed Sheet,Furniture,Bedding,CUST1341,Paramita Roy,Consumer,Jessica Davis,4,1800,0,7200,5000,2200,Card
ORD342,4/4/2024,ST007,Houston,East,PRD464,Cotton Mattress,Furniture,Bedding,CUST1342,Souvik Ghosh,Consumer,Jessica Davis,1,8500,5,8075,6200,1875,Online
ORD343,4/5/2024,ST001,New York,West,PRD163,Summer AC Combo,Electronics,Appliances,CUST1343,Rajan Kulkarni,Corporate,John Smith,3,35000,12,92400,75000,17400,Card
ORD344,4/5/2024,ST001,New York,West,PRD164,Cooler Fan,Electronics,Appliances,CUST1344,Urmila Joshi,Consumer,John Smith,2,5500,0,11000,8000,3000,Cash
ORD345,4/6/2024,ST002,Los Angeles,North,PRD263,Baisakhi Special,Clothing,Ethnic Wear,CUST1345,Gurpreet Singh,Consumer,Emily Johnson,2,6500,8,11960,9000,2960,Card
ORD346,4/6/2024,ST002,Los Angeles,North,PRD264,Punjabi Jutti,Clothing,Footwear,CUST1346,Harleen Kaur,Consumer,Emily Johnson,2,2200,0,4400,3100,1300,Online
ORD347,4/7/2024,ST003,Chicago,South,PRD359,Summer Laptop Offer,Electronics,Computers,CUST1347,Sunil Gowda,Corporate,Michael Brown,2,65000,8,119600,98000,21600,Card
ORD348,4/7/2024,ST003,Chicago,South,PRD360,Tablet for Students,Electronics,Tablets,CUST1348,Divya S,Consumer,Michael Brown,2,28000,5,53200,42000,11200,Online
ORD349,4/8/2024,ST004,Houston,East,PRD465,Summer Home Decor,Furniture,Decor,CUST1349,Tathagata Mukherjee,Consumer,Jessica Davis,3,3500,0,10500,7500,3000,Cash
ORD350,4/8/2024,ST004,Houston,East,PRD466,Wall Art,Furniture,Decor,CUST1350,Shreya Das,Consumer,Jessica Davis,4,2200,5,8360,6000,2360,Card
ORD351,4/9/2024,ST005,Houston,South,PRD559,Summer Cool Drinks,Furniture,Beverages,CUST1351,Sivakami P,Consumer,David Wilson,12,90,0,1080,750,330,Cash
ORD352,4/9/2024,ST005,Houston,South,PRD560,Ice Cream Pack,Furniture,Frozen,CUST1352,Rajalakshmi M,Consumer,David Wilson,5,350,0,1750,1200,550,Card
ORD353,4/10/2024,ST006,Houston,West,PRD639,Summer Marathon Kit,Sports,Equipment,CUST1353,Dr. Abhay Joshi,Corporate,Daniel Miller,3,4500,8,12420,9500,2920,Card
ORD354,4/10/2024,ST006,Houston,West,PRD640,Hydration Pack,Sports,Accessories,CUST1354,Smita Desai,Consumer,Daniel Miller,4,1200,0,4800,3400,1400,Online
ORD355,4/11/2024,ST007,Houston,East,PRD467,Summer Curtains,Furniture,Decor,CUST1355,Chaitali Bose,Consumer,Jessica Davis,6,1500,0,9000,6300,2700,Card
ORD356,4/11/2024,ST007,Houston,East,PRD468,Bamboo Blinds,Furniture,Decor,CUST1356,Arnab Sen,Consumer,Jessica Davis,3,2200,5,6270,4500,1770,Cash
ORD357,4/12/2024,ST001,New York,West,PRD165,Summer Wedding Package,Electronics,All,CUST1357,Mahesh Patil,Corporate,John Smith,5,25000,15,106250,82000,24250,Card
ORD358,4/12/2024,ST001,New York,West,PRD166,Home Theatre System,Electronics,Audio,CUST1358,Vaidehi Parab,Consumer,John Smith,1,45000,8,41400,34000,7400,Online
ORD359,4/13/2024,ST002,Los Angeles,North,PRD265,Wedding Shopping,Clothing,All,CUST1359,Ankit Goel,Corporate,Emily Johnson,8,12000,10,86400,65000,21400,Card
ORD360,4/13/2024,ST002,Los Angeles,North,PRD266,Bridal Lehenga,Clothing,Ethnic Wear,CUST1360,Pooja Jain,Consumer,Emily Johnson,1,45000,5,42750,34000,8750,Card
ORD361,4/14/2024,ST003,Chicago,South,PRD361,Summer Projector,Electronics,Entertainment,CUST1361,Vijay Anand,Consumer,Michael Brown,1,35000,0,35000,27000,8000,Card
ORD362,4/14/2024,ST003,Chicago,South,PRD362,Projector Screen,Electronics,Accessories,CUST1362,Sahana R,Home Office,Michael Brown,1,5500,5,5225,4000,1225,Online
ORD363,4/15/2024,ST004,Houston,East,PRD469,Office Summer Sale,Furniture,Office,CUST1363,Anjan Chatterjee,Corporate,Jessica Davis,4,15000,12,52800,41000,11800,Card
ORD364,4/15/2024,ST004,Houston,East,PRD470,Ergonomic Chair,Furniture,Chairs,CUST1364,Runu Ghosh,Home Office,Jessica Davis,2,12500,5,23750,18000,5750,Cash
ORD365,4/16/2024,ST005,Houston,South,PRD561,Summer Cool Cuts,Furniture,Meat,CUST1365,Senthil Nathan,Consumer,David Wilson,3,450,0,1350,950,400,Cash
ORD366,4/16/2024,ST005,Houston,South,PRD562,Fresh Juice Pack,Furniture,Beverages,CUST1366,Arul Selvi,Consumer,David Wilson,6,120,0,720,500,220,Card
ORD367,4/17/2024,ST006,Houston,West,PRD641,Gym Summer Membership Kit,Sports,Fitness,CUST1367,Nikhil Joshi,Consumer,Daniel Miller,2,5500,5,10450,8000,2450,Card
ORD368,4/17/2024,ST006,Houston,West,PRD642,Yoga Summer Special,Sports,Fitness,CUST1368,Aarti Kulkarni,Consumer,Daniel Miller,3,2500,0,7500,5500,2000,Online
ORD369,4/18/2024,ST007,Houston,East,PRD471,Summer Storage Solution,Furniture,Storage,CUST1369,Debjani Das,Consumer,Jessica Davis,2,8500,0,17000,12500,4500,Card
ORD370,4/18/2024,ST007,Houston,East,PRD472,Wardrobe Organizer,Furniture,Storage,CUST1370,Soumya Chakraborty,Consumer,Jessica Davis,3,3200,5,9120,6800,2320,Cash
ORD371,4/19/2024,ST001,New York,West,PRD167,Summer BBQ Grill,Electronics,Outdoor,CUST1371,Vinayak Sawant,Consumer,John Smith,1,7500,0,7500,5500,2000,Card
ORD372,4/19/2024,ST001,New York,West,PRD168,Outdoor Speakers,Electronics,Audio,CUST1372,Neelam Parab,Consumer,John Smith,2,5500,5,10450,8000,2450,Online
ORD373,4/20/2024,ST002,Los Angeles,North,PRD267,Summer Wedding Guest Wear,Clothing,Ethnic Wear,CUST1373,Neha Kapoor,Consumer,Emily Johnson,3,4500,8,12420,9500,2920,Card
ORD374,4/20/2024,ST002,Los Angeles,North,PRD268,Men's Kurta Set,Clothing,Ethnic Wear,CUST1374,Sanjay Gupta,Consumer,Emily Johnson,2,3800,5,7220,5500,1720,Cash
ORD375,4/21/2024,ST003,Chicago,South,PRD363,Smart Home Starter Kit,Electronics,Smart Home,CUST1375,Prakash Hegde,Corporate,Michael Brown,2,35000,8,64400,52000,12400,Card
ORD376,4/21/2024,ST003,Chicago,South,PRD364,Security Camera System,Electronics,Security,CUST1376,Jayalakshmi Pai,Home Office,Michael Brown,1,22000,5,20900,17000,3900,Online
ORD377,4/22/2024,ST004,Houston,East,PRD473,Outdoor Dining Set,Furniture,Outdoor,CUST1377,Sujit Biswas,Consumer,Jessica Davis,1,28000,0,28000,21000,7000,Card
ORD378,4/22/2024,ST004,Houston,East,PRD474,Picnic Table,Furniture,Outdoor,CUST1378,Barnali Saha,Consumer,Jessica Davis,2,6500,5,12350,9500,2850,Cash
ORD379,4/23/2024,ST005,Houston,South,PRD563,Summer Fruits Pack,Furniture,Fruits,CUST1379,Ramalingam K,Consumer,David Wilson,4,450,0,1800,1300,500,Cash
ORD380,4/23/2024,ST005,Houston,South,PRD564,Vegetable Pack,Furniture,Vegetables,CUST1380,Ananthi R,Consumer,David Wilson,5,280,0,1400,1000,400,Card
ORD381,4/24/2024,ST006,Houston,West,PRD643,Monsoon Trekking Gear,Sports,Equipment,CUST1381,Avinash Deshpande,Consumer,Daniel Miller,2,4500,0,9000,6700,2300,Card
ORD382,4/24/2024,ST006,Houston,West,PRD644,Rain Jacket,Sports,Apparel,CUST1382,Shraddha Joshi,Consumer,Daniel Miller,3,2200,5,6270,4700,1570,Online
ORD383,4/25/2024,ST007,Houston,East,PRD475,Monsoon Furniture Cover,Furniture,Protection,CUST1383,Arindam Ghosh,Consumer,Jessica Davis,5,800,0,4000,2800,1200,Card
ORD384,4/25/2024,ST007,Houston,East,PRD476,Waterproof Storage,Furniture,Storage,CUST1384,Ruma Dey,Consumer,Jessica Davis,3,1800,5,5130,3800,1330,Cash
ORD385,4/26/2024,ST001,New York,West,PRD169,Monsoon TV Offer,Electronics,Televisions,CUST1385,Prashant Gawde,Consumer,John Smith,1,42000,12,36960,30000,6960,Card
ORD386,4/26/2024,ST001,New York,West,PRD170,Waterproof Bluetooth Speaker,Electronics,Audio,CUST1386,Nikhil Apte,Consumer,John Smith,2,5500,0,11000,8200,2800,Online
ORD387,4/27/2024,ST002,Los Angeles,North,PRD269,Summer Clearance Sale,Clothing,All,CUST1387,Komal Jain,Consumer,Emily Johnson,5,2800,20,11200,8000,3200,Card
ORD388,4/27/2024,ST002,Los Angeles,North,PRD270,Cotton Kurtis,Clothing,Women's Wear,CUST1388,Monika Agarwal,Consumer,Emily Johnson,4,1500,10,5400,4000,1400,Cash
ORD389,4/28/2024,ST003,Chicago,South,PRD365,Pre-Monsoon Laptop Offer,Electronics,Computers,CUST1389,Vishwanath K,Corporate,Michael Brown,2,55000,8,101200,82000,19200,Card
ORD390,4/28/2024,ST003,Chicago,South,PRD366,Surge Protector,Electronics,Accessories,CUST1390,Hema Malini,Consumer,Michael Brown,5,1500,0,7500,5500,2000,Online
ORD391,4/29/2024,ST004,Houston,East,PRD477,Monsoon Ready Furniture,Furniture,All,CUST1391,Srijani Mukherjee,Consumer,Jessica Davis,3,12000,10,32400,25000,7400,Card
ORD392,4/29/2024,ST004,Houston,East,PRD478,Anti-Rust Outdoor Set,Furniture,Outdoor,CUST1392,Debashish Roy,Consumer,Jessica Davis,2,8500,5,16150,12500,3650,Cash
ORD393,4/30/2024,ST005,Houston,South,PRD565,Monsoon Vegetable Pack,Furniture,Vegetables,CUST1393,Kalyani R,Consumer,David Wilson,6,200,0,1200,850,350,Cash
ORD394,4/30/2024,ST005,Houston,South,PRD566,Dry Food Stock,Furniture,Essentials,CUST1394,Muruganantham P,Consumer,David Wilson,4,550,0,2200,1600,600,Card
ORD395,5/1/2024,ST006,Houston,West,PRD645,Maharashtra Day Special,Sports,All,CUST1395,Amol Pawar,Consumer,Daniel Miller,3,5000,15,12750,9500,3250,Card
ORD396,5/1/2024,ST006,Houston,West,PRD646,Fitness Challenge Pack,Sports,Fitness,CUST1396,Manasi Joshi,Consumer,Daniel Miller,2,3500,5,6650,5000,1650,Online
ORD397,5/2/2024,ST007,Houston,East,PRD479,May Day Sale,Furniture,All,CUST1397,Tapan Pal,Consumer,Jessica Davis,4,7500,12,26400,20000,6400,Card
ORD398,5/2/2024,ST007,Houston,East,PRD480,Summer Cool Mat,Furniture,Bedding,CUST1398,Nandita Sen,Consumer,Jessica Davis,5,1200,0,6000,4300,1700,Cash
ORD399,5/3/2024,ST001,New York,West,PRD171,Summer Power Bank,Electronics,Accessories,CUST1399,Ganesh Mhatre,Consumer,John Smith,4,2500,0,10000,7200,2800,Card
ORD400,5/3/2024,ST001,New York,West,PRD172,Solar Charger,Electronics,Accessories,CUST1400,Suhasini K,Consumer,John Smith,2,3500,5,6650,5000,1650,Online
ORD401,5/5/2024,ST001,New York,West,PRD173,Mother's Day Special,Electronics,Gifts,CUST1401,Siddharth M,Consumer,John Smith,2,15000,8,27600,21000,6600,Card
ORD402,5/5/2024,ST001,New York,West,PRD174,Philips Hair Dryer,Electronics,Grooming,CUST1402,Rajeshwari P,Consumer,John Smith,1,3500,0,3500,2500,1000,Online
ORD403,5/6/2024,ST002,Los Angeles,North,PRD271,Mother's Day Saree,Clothing,Women's Wear,CUST1403,Anjali Gupta,Consumer,Emily Johnson,1,5500,5,5225,4000,1225,Card
ORD404,5/6/2024,ST002,Los Angeles,North,PRD272,Handbag Gift,Clothing,Bags,CUST1404,Vikram Seth,Consumer,Emily Johnson,1,3500,0,3500,2500,1000,Cash
ORD405,5/7/2024,ST003,Chicago,South,PRD367,Summer Cooler King,Electronics,Appliances,CUST1405,Shivanna R,Consumer,Michael Brown,2,8500,5,16150,12000,4150,Card
ORD406,5/7/2024,ST003,Chicago,South,PRD368,Tower Fan,Electronics,Appliances,CUST1406,Sharadamma K,Consumer,Michael Brown,2,5500,0,11000,8000,3000,Online
ORD407,5/8/2024,ST004,Houston,East,PRD481,Summer Bedding Set,Furniture,Bedding,CUST1407,Sumana Das,Consumer,Jessica Davis,3,2800,0,8400,6000,2400,Cash
ORD408,5/8/2024,ST004,Houston,East,PRD482,Cotton Sofa Cover,Furniture,Protection,CUST1408,Joydeep Sen,Consumer,Jessica Davis,4,1500,5,5700,4200,1500,Card
ORD409,5/9/2024,ST005,Houston,South,PRD567,Summer Thirst Quenchers,Furniture,Beverages,CUST1409,Sekar K,Consumer,David Wilson,12,80,0,960,650,310,Cash
ORD410,5/9/2024,ST005,Houston,South,PRD568,Electrolyte Drinks,Furniture,Health,CUST1410,Parvathi R,Consumer,David Wilson,6,120,0,720,500,220,Card
ORD411,5/10/2024,ST006,Houston,West,PRD647,Summer Sports Camp,Sports,Equipment,CUST1411,Chaitanya J,Consumer,Daniel Miller,3,3500,8,9660,7300,2360,Card
ORD412,5/10/2024,ST006,Houston,West,PRD648,Kids Summer Kit,Sports,Kids,CUST1412,Swati G,Consumer,Daniel Miller,4,2500,5,9500,7000,2500,Online
ORD413,5/11/2024,ST007,Houston,East,PRD483,Summer Cool Chair,Furniture,Outdoor,CUST1413,Abhijit B,Consumer,Jessica Davis,4,1800,0,7200,5200,2000,Card
ORD414,5/11/2024,ST007,Houston,East,PRD484,Garden Umbrella,Furniture,Outdoor,CUST1414,Mahua C,Consumer,Jessica Davis,2,3200,5,6080,4500,1580,Cash
ORD415,5/12/2024,ST008,Houston,East,PRD485,New Store Launch,Furniture,All,CUST1415,New Customer C,Consumer,Jessica Davis,5,18000,15,76500,58000,18500,Card
ORD416,5/12/2024,ST009,Houston,East,PRD486,Salt Lake City Store,Furniture,All,CUST1416,New Customer D,Corporate,Jessica Davis,8,22000,12,154880,120000,34880,Card
ORD417,5/13/2024,ST001,New York,West,PRD175,Summer AC Service Pack,Electronics,Services,CUST1417,Deepak S,Consumer,John Smith,2,2500,0,5000,3500,1500,Cash
ORD418,5/13/2024,ST001,New York,West,PRD176,AC Installation,Electronics,Services,CUST1418,Sneha M,Consumer,John Smith,1,1500,0,1500,1000,500,Card
ORD419,5/14/2024,ST002,Los Angeles,North,PRD273,Summer Shawl,Clothing,Accessories,CUST1419,Ramesh K,Consumer,Emily Johnson,2,1800,0,3600,2500,1100,Cash
ORD420,5/14/2024,ST002,Los Angeles,North,PRD274,Cotton Stole,Clothing,Accessories,CUST1420,Sarita D,Consumer,Emily Johnson,3,1200,5,3420,2400,1020,Card
ORD421,5/15/2024,ST003,Chicago,South,PRD369,Pre-Monsoon Laptop Bag,Electronics,Accessories,CUST1421,Anil K,Consumer,Michael Brown,3,1500,0,4500,3200,1300,Card
ORD422,5/15/2024,ST003,Chicago,South,PRD370,Waterproof Laptop Cover,Electronics,Accessories,CUST1422,Rekha M,Consumer,Michael Brown,4,800,0,3200,2200,1000,Online
ORD423,5/16/2024,ST004,Houston,East,PRD487,Monsoon Furniture Cover,Furniture,Protection,CUST1423,Subrata G,Consumer,Jessica Davis,5,600,0,3000,2100,900,Cash
ORD424,5/16/2024,ST004,Houston,East,PRD488,Waterproof Mattress Cover,Furniture,Protection,CUST1424,Piyali S,Consumer,Jessica Davis,4,900,5,3420,2500,920,Card
ORD425,5/17/2024,ST005,Houston,South,PRD569,Monsoon Veggies,Furniture,Vegetables,CUST1425,Rajendran V,Consumer,David Wilson,5,180,0,900,620,280,Cash
ORD426,5/17/2024,ST005,Houston,South,PRD570,Root Vegetables,Furniture,Vegetables,CUST1426,Annapoorani K,Consumer,David Wilson,4,150,0,600,420,180,Card
ORD427,5/18/2024,ST006,Houston,West,PRD649,Monsoon Trekking Shoes,Sports,Footwear,CUST1427,Omkar J,Consumer,Daniel Miller,2,4500,8,8280,6300,1980,Card
ORD428,5/18/2024,ST006,Houston,West,PRD650,Rain Coat,Sports,Apparel,CUST1428,Rajashree P,Consumer,Daniel Miller,2,2200,0,4400,3200,1200,Online
ORD429,5/19/2024,ST007,Houston,East,PRD489,Monsoon Storage Box,Furniture,Storage,CUST1429,Tathagata M,Consumer,Jessica Davis,3,1800,0,5400,3900,1500,Card
ORD430,5/19/2024,ST007,Houston,East,PRD490,Air Tight Cabinet,Furniture,Storage,CUST1430,Debjani L,Consumer,Jessica Davis,2,5500,5,10450,8000,2450,Cash
ORD431,5/20/2024,ST008,Houston,East,PRD491,Plastic Storage Boxes,Furniture,Storage,CUST1431,Samir D,Consumer,Jessica Davis,6,800,0,4800,3400,1400,Card
ORD432,5/20/2024,ST008,Houston,East,PRD492,Metal Almirah,Furniture,Storage,CUST1432,Chitra B,Consumer,Jessica Davis,1,12000,5,11400,8800,2600,Online
ORD433,5/21/2024,ST001,New York,West,PRD177,Pre-Monsoon TV Mount,Electronics,Accessories,CUST1433,Kiran P,Consumer,John Smith,2,1500,0,3000,2100,900,Cash
ORD434,5/21/2024,ST001,New York,West,PRD178,Wall Mount Stabilizer,Electronics,Accessories,CUST1434,Vaibhav K,Consumer,John Smith,3,1200,5,3420,2500,920,Card
ORD435,5/22/2024,ST002,Los Angeles,North,PRD275,Monsoon Umbrella,Clothing,Accessories,CUST1435,Rohan M,Consumer,Emily Johnson,5,500,0,2500,1700,800,Cash
ORD436,5/22/2024,ST002,Los Angeles,North,PRD276,Rain Coat,Clothing,Outerwear,CUST1436,Kavita S,Consumer,Emily Johnson,2,1200,0,2400,1700,700,Card
ORD437,5/23/2024,ST003,Chicago,South,PRD371,UPS Battery Backup,Electronics,Peripherals,CUST1437,Naveen G,Home Office,Michael Brown,2,6500,8,11960,9200,2760,Card
ORD438,5/23/2024,ST003,Chicago,South,PRD372,Voltage Stabilizer,Electronics,Appliances,CUST1438,Savitha R,Consumer,Michael Brown,2,3500,0,7000,5200,1800,Online
ORD439,5/24/2024,ST004,Houston,East,PRD493,Monsoon Bed Sheet,Furniture,Bedding,CUST1439,Soma G,Consumer,Jessica Davis,4,1500,0,6000,4300,1700,Cash
ORD440,5/24/2024,ST004,Houston,East,PRD494,Blanket,Furniture,Bedding,CUST1440,Asit B,Consumer,Jessica Davis,2,2800,5,5320,4000,1320,Card
ORD441,5/25/2024,ST005,Houston,South,PRD571,Monsoon Snacks,Furniture,Snacks,CUST1441,Kalpana R,Consumer,David Wilson,8,120,0,960,680,280,Cash
ORD442,5/25/2024,ST005,Houston,South,PRD572,Tea & Coffee,Furniture,Beverages,CUST1442,Balaji K,Consumer,David Wilson,5,250,0,1250,900,350,Card
ORD443,5/26/2024,ST006,Houston,West,PRD651,Monsoon Marathon Kit,Sports,Fitness,CUST1443,Dr. Mandar J,Corporate,Daniel Miller,3,3800,8,10488,8000,2488,Card
ORD444,5/26/2024,ST006,Houston,West,PRD652,Indoor Exercise Mat,Sports,Fitness,CUST1444,Harshada K,Consumer,Daniel Miller,4,1500,0,6000,4400,1600,Online
ORD445,5/27/2024,ST007,Houston,East,PRD495,Monsoon Curtains,Furniture,Decor,CUST1445,Runu D,Consumer,Jessica Davis,6,1200,0,7200,5200,2000,Card
ORD446,5/27/2024,ST007,Houston,East,PRD496,Blackout Curtains,Furniture,Decor,CUST1446,Anjan C,Consumer,Jessica Davis,4,2200,5,8360,6300,2060,Cash
ORD447,5/28/2024,ST008,Houston,East,PRD497,Study Table with Drawer,Furniture,Tables,CUST1447,School Student,Consumer,Jessica Davis,2,6500,0,13000,9800,3200,Card
ORD448,5/28/2024,ST008,Houston,East,PRD498,Bookshelf for Students,Furniture,Storage,CUST1448,College Student,Consumer,Jessica Davis,1,8500,5,8075,6200,1875,Online
ORD449,5/29/2024,ST001,New York,West,PRD179,Summer Student Offer,Electronics,All,CUST1449,Student A,Consumer,John Smith,3,8000,10,21600,16500,5100,Card
ORD450,5/29/2024,ST001,New York,West,PRD180,Student Laptop,Electronics,Computers,CUST1450,Student B,Consumer,John Smith,1,38000,8,34960,28000,6960,Online
ORD451,5/30/2024,ST002,Los Angeles,North,PRD277,Summer School Uniform,Clothing,Kids,CUST1451,Parent A,Consumer,Emily Johnson,4,1200,0,4800,3400,1400,Cash
ORD452,5/30/2024,ST002,Los Angeles,North,PRD278,School Shoes,Clothing,Kids,CUST1452,Parent B,Consumer,Emily Johnson,2,1800,0,3600,2600,1000,Card
ORD453,5/31/2024,ST003,Chicago,South,PRD373,Summer Camp Electronics,Electronics,All,CUST1453,Kid C,Consumer,Michael Brown,5,2500,5,11875,9000,2875,Card
ORD454,5/31/2024,ST003,Chicago,South,PRD374,Kids Tablet,Electronics,Tablets,CUST1454,Kid D,Consumer,Michael Brown,2,15000,8,27600,21500,6100,Online
ORD455,6/1/2024,ST004,Houston,East,PRD499,Children's Day Special,Furniture,Kids,CUST1455,Child E,Consumer,Jessica Davis,3,5500,10,14850,11500,3350,Card
ORD456,6/1/2024,ST004,Houston,East,PRD500,Kids Study Chair,Furniture,Kids,CUST1456,Child F,Consumer,Jessica Davis,2,3500,5,6650,5100,1550,Cash
ORD457,6/2/2024,ST005,Houston,South,PRD573,Summer Vacation Snacks,Furniture,Snacks,CUST1457,Family G,Consumer,David Wilson,10,180,0,1800,1300,500,Cash
ORD458,6/2/2024,ST005,Houston,South,PRD574,Juice Packs Bulk,Furniture,Beverages,CUST1458,Family H,Consumer,David Wilson,8,150,0,1200,850,350,Card
ORD459,6/3/2024,ST006,Houston,West,PRD653,Summer Sports Camp,Sports,Kids,CUST1459,Kid I,Consumer,Daniel Miller,2,4500,0,9000,6800,2200,Card
ORD460,6/3/2024,ST006,Houston,West,PRD654,Swimming Classes Kit,Sports,Kids,CUST1460,Kid J,Consumer,Daniel Miller,3,2800,5,7980,6000,1980,Online
ORD461,6/4/2024,ST007,Houston,East,PRD501,Kids Bedroom Set,Furniture,Kids,CUST1461,Family K,Consumer,Jessica Davis,1,35000,12,30800,24000,6800,Card
ORD462,6/4/2024,ST007,Houston,East,PRD502,Bunk Bed,Furniture,Kids,CUST1462,Family L,Consumer,Jessica Davis,1,28000,8,25760,20000,5760,Cash
ORD463,6/5/2024,ST008,Houston,East,PRD503,Environment Day Special,Furniture,Eco-friendly,CUST1463,Nature Lover M,Consumer,Jessica Davis,3,6500,5,18525,14000,4525,Card
ORD464,6/5/2024,ST008,Houston,East,PRD504,Bamboo Furniture,Furniture,Eco-friendly,CUST1464,Nature Lover N,Consumer,Jessica Davis,2,8500,0,17000,13000,4000,Online
ORD465,6/6/2024,ST001,New York,West,PRD181,Eco-friendly Electronics,Electronics,Green,CUST1465,Enviro O,Consumer,John Smith,2,15000,8,27600,21000,6600,Card
ORD466,6/6/2024,ST001,New York,West,PRD182,Solar Power Bank,Electronics,Green,CUST1466,Enviro P,Consumer,John Smith,3,3500,0,10500,8000,2500,Online
ORD467,6/7/2024,ST002,Los Angeles,North,PRD279,Organic Cotton Clothing,Clothing,Eco-friendly,CUST1467,Green Q,Consumer,Emily Johnson,4,2200,5,8360,6200,2160,Card
ORD468,6/7/2024,ST002,Los Angeles,North,PRD280,Bamboo Fiber Cloth,Clothing,Eco-friendly,CUST1468,Green R,Consumer,Emily Johnson,3,1800,0,5400,4000,1400,Cash
ORD469,6/8/2024,ST003,Chicago,South,PRD375,World Ocean Day,Electronics,Special,CUST1469,Marine S,Consumer,Michael Brown,2,8500,10,15300,11500,3800,Card
ORD470,6/8/2024,ST003,Chicago,South,PRD376,Waterproof Electronics,Electronics,Outdoor,CUST1470,Marine T,Consumer,Michael Brown,3,5500,5,15675,12000,3675,Online
ORD471,6/9/2024,ST004,Houston,East,PRD505,Monsoon Essentials,Furniture,All,CUST1471,Family U,Consumer,Jessica Davis,4,4500,8,16560,12500,4060,Card
ORD472,6/9/2024,ST004,Houston,East,PRD506,Dehumidifier,Furniture,Appliances,CUST1472,Family V,Consumer,Jessica Davis,2,12000,5,22800,17500,5300,Cash
ORD473,6/10/2024,ST005,Houston,South,PRD575,Monsoon Grocery Stock,Furniture,Essentials,CUST1473,Family W,Consumer,David Wilson,8,550,0,4400,3200,1200,Cash
ORD474,6/10/2024,ST005,Houston,South,PRD576,Immunity Boosters,Furniture,Health,CUST1474,Family X,Consumer,David Wilson,5,450,0,2250,1650,600,Card
ORD475,6/11/2024,ST006,Houston,West,PRD655,Monsoon Fitness Gear,Sports,Fitness,CUST1475,Fitness Y,Consumer,Daniel Miller,3,3200,0,9600,7200,2400,Card
ORD476,6/11/2024,ST006,Houston,West,PRD656,Indoor Cycling Kit,Sports,Fitness,CUST1476,Fitness Z,Consumer,Daniel Miller,2,5500,5,10450,8000,2450,Online
ORD477,6/12/2024,ST007,Houston,East,PRD507,Father's Day Gift,Furniture,Gifts,CUST1477,Son A,Consumer,Jessica Davis,1,15000,8,13800,10500,3300,Card
ORD478,6/12/2024,ST007,Houston,East,PRD508,Recliner Chair,Furniture,Chairs,CUST1478,Daughter B,Consumer,Jessica Davis,1,22000,5,20900,16500,4400,Online
ORD479,6/13/2024,ST008,Houston,East,PRD509,Father's Day Special,Furniture,Gifts,CUST1479,Son C,Consumer,Jessica Davis,2,8500,10,15300,11500,3800,Card
ORD480,6/13/2024,ST008,Houston,East,PRD510,Office Chair Gift,Furniture,Chairs,CUST1480,Daughter D,Consumer,Jessica Davis,1,12000,5,11400,8800,2600,Cash
ORD481,6/14/2024,ST001,New York,West,PRD183,Father's Day Electronics,Electronics,Gifts,CUST1481,Son E,Consumer,John Smith,2,25000,8,46000,35000,11000,Card
